pickup_DT,fare_amount
2014-06-14 13:39:00,9.18
2014-06-14 13:39:00,10.96
2014-06-14 13:39:00,7.51
2014-06-14 13:39:00,8.22
2014-06-14 13:39:00,6.05
2014-06-14 13:39:00,6.77
2014-06-14 13:39:00,6.05
2014-06-14 13:39:00,7.78
2014-06-14 13:39:00,10.36
2014-06-14 13:39:00,8.54
2014-06-14 13:39:00,15.24
2014-06-14 13:39:00,5.91
2014-06-14 13:39:00,5.33
2014-06-14 13:39:00,6.7
2014-06-14 13:39:00,6.45
2014-06-14 13:39:00,7.16
2014-06-14 13:39:00,5.57
2014-06-14 13:39:00,11.08
2014-06-14 13:39:00,5.79
2014-06-14 13:39:00,17.35
2014-06-14 13:39:00,8.01
2014-06-14 13:39:00,5.79
2014-06-14 13:39:00,9.57
2014-06-14 13:39:00,7.88
2014-06-14 13:39:00,6.1
2014-06-14 13:39:00,6.43
2014-06-14 13:39:00,8.32
2014-06-14 13:39:00,10.67
2014-06-14 13:39:00,8.58
2014-06-14 13:39:00,7.3
2014-06-14 13:39:00,6.01
2014-06-14 13:39:00,9.71
2014-06-14 13:39:00,8.42
2011-12-12 09:42:12,6.59
2011-12-12 09:42:12,4.83
2011-12-12 09:42:12,11.83
2011-12-12 09:42:12,8.06
2011-12-12 09:42:12,7.8
2013-06-27 00:20:40,17.21
2013-06-27 00:20:40,10.85
2009-02-20 13:34:16,8.38
2009-02-20 13:34:16,12.13
2009-02-20 13:34:16,7.01
2010-08-22 21:14:08,31.29
2010-08-22 21:14:08,16.13
2010-08-22 21:14:08,5.89
2010-08-22 21:14:08,9.55
2012-08-06 08:58:08,5.8
2012-08-06 08:58:08,18.65
2013-11-04 08:34:12,5.76
2013-11-04 08:34:12,9.5
2013-11-04 08:34:12,8.75
2011-06-24 20:34:48,8.81
2011-06-24 20:34:48,19.6
2011-03-28 20:38:36,7.21
2011-03-28 20:38:36,4.71
2011-03-28 20:38:36,9.18
2011-08-14 20:36:28,7.27
2011-08-14 20:36:28,8.08
2011-08-14 20:36:28,21.81
2011-08-14 20:36:28,8.52
2015-02-21 15:52:44,15.74
2015-02-21 15:52:44,8.47
2015-02-21 15:52:44,15.23
2015-02-21 15:52:44,9.88
2013-01-29 11:29:52,9.02
2014-09-12 19:03:48,8.71
2013-11-09 18:52:40,8.42
2013-11-09 18:52:40,10.6
2013-04-25 16:10:04,46.58
2013-04-25 16:10:04,7.79
2013-09-07 14:37:52,7.36
2013-09-07 14:37:52,9.13
2013-09-07 14:37:52,5.87
2011-05-21 13:16:20,5.55
2011-05-21 13:16:20,6.92
2011-05-21 13:16:20,9.43
2011-11-25 16:36:24,7.17
2011-11-25 16:36:24,11.11
2015-01-31 20:54:04,5.97
2010-11-01 23:31:28,8.72
2010-11-01 23:31:28,10.0
2010-11-01 23:31:28,11.67
2011-03-24 15:57:04,5.31
2011-03-24 15:57:04,7.89
2010-05-10 10:37:04,6.91
2010-05-10 10:37:04,6.13
2010-05-10 10:37:04,9.46
2010-05-10 10:37:04,9.66
2012-06-09 16:53:44,8.43
2012-08-22 22:39:20,17.06
2012-08-22 22:39:20,6.45
2012-12-23 02:29:16,14.5
2012-06-30 15:55:12,12.3
2012-06-30 15:55:12,7.33
2012-06-30 15:55:12,12.61
2012-06-30 15:55:12,6.92
2011-10-02 23:36:00,12.57
2011-10-02 23:36:00,16.25
2011-10-02 23:36:00,17.2
2011-10-02 23:36:00,5.12
2011-10-02 23:36:00,12.89
2011-10-02 23:36:00,5.51
2011-10-02 23:36:00,14.48
2011-10-02 23:36:00,27.9
2011-10-02 23:36:00,10.74
2011-10-02 23:36:00,8.54
2011-10-02 23:36:00,7.74
2011-10-02 23:36:00,8.88
2011-10-02 23:36:00,6.49
2011-10-02 23:36:00,8.35
2011-10-02 23:36:00,8.12
2011-10-02 23:36:00,9.31
2011-10-02 23:36:00,9.41
2011-10-02 23:36:00,19.54
2011-10-02 23:36:00,11.38
2011-10-02 23:36:00,6.53
2011-10-02 23:36:00,7.04
2011-10-02 23:36:00,10.52
2011-10-02 23:36:00,10.65
2011-10-02 23:36:00,12.56
2011-10-02 23:36:00,11.2
2011-10-02 23:36:00,7.99
2011-10-02 23:36:00,5.93
2011-10-02 23:36:00,6.5
2011-10-02 23:36:00,8.58
2011-10-02 23:36:00,13.29
2011-10-02 23:36:00,10.15
2011-10-02 23:36:00,29.03
2011-10-02 23:36:00,47.95
2011-10-02 23:36:00,9.35
2011-10-02 23:36:00,10.12
2011-10-02 23:36:00,28.24
2011-10-02 23:36:00,18.92
2011-10-02 23:36:00,10.35
2011-10-02 23:36:00,18.46
2011-10-02 23:36:00,15.57
2011-10-02 23:36:00,9.3
2011-10-02 23:36:00,15.53
2011-10-02 23:36:00,13.46
2011-10-02 23:36:00,20.7
2011-10-02 23:36:00,8.74
2011-10-02 23:36:00,14.47
2011-10-02 23:36:00,30.46
2011-10-02 23:36:00,14.52
2011-10-02 23:36:00,17.02
2011-10-02 23:36:00,8.92
2011-10-02 23:36:00,16.56
2011-10-02 23:36:00,21.29
2011-10-02 23:36:00,46.81
2011-10-02 23:36:00,9.36
2011-10-02 23:36:00,5.54
2011-10-02 23:36:00,5.34
2013-03-21 12:47:28,9.56
2013-03-21 12:47:28,12.84
2013-03-21 12:47:28,10.34
2013-03-21 12:47:28,7.01
2013-03-21 12:47:28,6.92
2013-06-07 03:02:56,17.72
2013-06-07 03:02:56,7.22
2010-09-05 22:31:32,24.39
2013-07-12 23:33:24,9.58
2009-12-03 02:32:08,20.47
2009-10-15 03:50:36,7.22
2011-09-25 22:36:32,21.71
2011-09-25 22:36:32,12.12
2015-06-08 20:02:56,10.88
2014-07-16 08:03:32,10.17
2014-07-16 08:03:32,9.67
2011-12-15 13:14:32,9.21
2011-12-15 13:14:32,5.84
2011-10-11 22:13:48,14.66
2011-10-11 22:13:48,9.63
2011-10-11 22:13:48,8.51
2013-09-14 16:53:20,8.35
2013-09-14 16:53:20,10.1
2014-02-06 09:09:56,6.0
2014-02-06 09:09:56,6.11
2014-02-06 09:09:56,5.62
2009-06-10 16:55:00,29.4
2009-06-10 16:55:00,5.65
2009-06-10 16:55:00,8.39
2009-06-10 16:55:00,45.24
2009-06-10 16:55:00,11.42
2009-06-10 16:55:00,32.04
2009-06-10 16:55:00,8.01
2009-06-10 16:55:00,5.7
2009-06-10 16:55:00,8.9
2009-06-10 16:55:00,10.09
2009-06-10 16:55:00,6.95
2009-06-10 16:55:00,6.3
2009-06-10 16:55:00,5.44
2009-06-10 16:55:00,7.43
2009-06-10 16:55:00,9.37
2009-06-10 16:55:00,6.04
2009-06-10 16:55:00,9.21
2009-06-10 16:55:00,7.16
2009-06-10 16:55:00,6.92
2009-06-10 16:55:00,9.76
2009-06-10 16:55:00,7.46
2009-06-10 16:55:00,12.48
2009-06-10 16:55:00,7.35
2009-06-10 16:55:00,8.81
2009-06-10 16:55:00,6.87
2009-06-10 16:55:00,7.7
2009-06-10 16:55:00,9.45
2009-06-10 16:55:00,11.13
2009-06-10 16:55:00,8.34
2009-06-10 16:55:00,8.0
2009-06-10 16:55:00,4.98
2009-06-10 16:55:00,44.03
2009-06-10 16:55:00,10.57
2009-06-10 16:55:00,30.06
2009-06-10 16:55:00,7.72
2009-06-10 16:55:00,6.47
2009-06-10 16:55:00,6.94
2009-06-10 16:55:00,6.8
2009-06-10 16:55:00,13.72
2009-06-10 16:55:00,5.51
2009-06-10 16:55:00,30.47
2009-06-10 16:55:00,7.08
2009-06-10 16:55:00,8.28
2009-06-10 16:55:00,22.55
2009-06-10 16:55:00,12.81
2009-06-10 16:55:00,8.43
2009-06-10 16:55:00,10.96
2009-06-10 16:55:00,6.5
2009-06-10 16:55:00,6.53
2009-06-10 16:55:00,5.91
2009-06-10 16:55:00,7.33
2009-06-10 16:55:00,8.83
2009-06-10 16:55:00,9.86
2009-06-10 16:55:00,25.03
2009-06-10 16:55:00,39.76
2009-06-10 16:55:00,12.29
2009-06-10 16:55:00,6.23
2009-06-10 16:55:00,8.27
2009-06-10 16:55:00,26.4
2009-06-10 16:55:00,5.72
2009-06-10 16:55:00,15.51
2009-06-10 16:55:00,17.7
2009-06-10 16:55:00,5.6
2009-06-10 16:55:00,6.4
2009-06-10 16:55:00,7.85
2009-06-10 16:55:00,6.95
2009-06-10 16:55:00,11.25
2009-06-10 16:55:00,11.95
2009-06-10 16:55:00,6.4
2009-06-10 16:55:00,9.54
2009-06-10 16:55:00,8.73
2009-06-10 16:55:00,12.47
2009-06-10 16:55:00,11.45
2009-06-10 16:55:00,7.22
2009-06-10 16:55:00,11.53
2009-06-10 16:55:00,5.94
2009-06-10 16:55:00,5.28
2009-06-10 16:55:00,6.38
2009-06-10 16:55:00,8.09
2009-06-10 16:55:00,7.18
2009-06-10 16:55:00,8.07
2009-06-10 16:55:00,7.27
2009-06-10 16:55:00,6.29
2009-06-10 16:55:00,8.41
2009-06-10 16:55:00,7.83
2009-06-10 16:55:00,8.05
2009-06-10 16:55:00,7.24
2009-06-10 16:55:00,7.61
2009-06-10 16:55:00,6.21
2009-06-10 16:55:00,8.06
2009-06-10 16:55:00,17.76
2009-06-10 16:55:00,6.86
2009-06-10 16:55:00,7.91
2009-06-10 16:55:00,10.0
2009-06-10 16:55:00,7.43
2009-06-10 16:55:00,7.72
2009-06-10 16:55:00,11.99
2009-06-10 16:55:00,6.6
2009-06-10 16:55:00,17.3
2009-06-10 16:55:00,7.64
2009-06-10 16:55:00,16.54
2009-06-10 16:55:00,8.57
2013-06-26 11:19:36,4.87
2014-09-05 10:02:48,5.61
2014-09-05 10:02:48,7.75
2014-09-05 10:02:48,26.4
2014-09-05 10:02:48,8.62
2012-09-19 12:31:40,8.82
2012-09-19 12:31:40,6.42
2009-03-22 04:31:40,20.41
2009-08-27 02:31:44,20.74
2009-05-02 20:11:32,11.77
2009-05-02 20:11:32,10.92
2011-02-20 02:31:16,8.75
2011-02-20 02:31:16,20.93
2011-06-24 12:03:00,6.72
2011-06-24 12:03:00,10.89
2011-06-24 12:03:00,11.15
2011-06-24 12:03:00,6.26
2011-06-24 12:03:00,6.67
2011-06-24 12:03:00,9.23
2011-06-24 12:03:00,11.95
2011-06-24 12:03:00,5.93
2011-06-24 12:03:00,6.09
2011-06-24 12:03:00,5.79
2011-06-24 12:03:00,7.04
2011-06-24 12:03:00,7.44
2011-06-24 12:03:00,21.06
2011-06-24 12:03:00,5.67
2011-06-24 12:03:00,5.56
2011-06-24 12:03:00,5.31
2011-06-24 12:03:00,8.44
2011-06-24 12:03:00,7.62
2011-06-24 12:03:00,6.91
2011-06-24 12:03:00,7.8
2011-06-24 12:03:00,12.0
2011-06-24 12:03:00,7.74
2011-06-24 12:03:00,11.2
2011-06-24 12:03:00,9.45
2011-06-24 12:03:00,6.47
2011-06-24 12:03:00,7.79
2011-06-24 12:03:00,7.24
2011-06-24 12:03:00,7.28
2011-06-24 12:03:00,7.05
2011-06-24 12:03:00,11.56
2011-06-24 12:03:00,7.48
2011-06-24 12:03:00,9.13
2011-06-24 12:03:00,4.7
2011-06-24 12:03:00,7.13
2011-06-24 12:03:00,7.4
2011-06-24 12:03:00,10.33
2011-06-24 12:03:00,6.36
2011-06-24 12:03:00,6.32
2011-06-24 12:03:00,6.95
2011-06-24 12:03:00,13.14
2011-06-24 12:03:00,8.59
2011-06-24 12:03:00,9.96
2011-06-24 12:03:00,8.11
2011-06-24 12:03:00,10.54
2011-06-24 12:03:00,6.38
2011-06-24 12:03:00,6.5
2011-06-24 12:03:00,5.93
2011-06-24 12:03:00,10.5
2011-06-24 12:03:00,8.95
2011-06-24 12:03:00,6.33
2011-06-24 12:03:00,10.83
2011-06-24 12:03:00,8.67
2011-06-24 12:03:00,8.49
2011-06-24 12:03:00,9.63
2011-06-24 12:03:00,9.71
2011-06-24 12:03:00,11.48
2011-06-24 12:03:00,8.01
2011-06-24 12:03:00,8.43
2011-06-24 12:03:00,24.84
2011-06-24 12:03:00,7.32
2011-06-24 12:03:00,7.54
2011-06-24 12:03:00,21.7
2011-06-24 12:03:00,21.41
2011-06-24 12:03:00,7.2
2011-06-24 12:03:00,6.4
2011-06-24 12:03:00,12.81
2011-06-24 12:03:00,6.04
2011-06-24 12:03:00,6.69
2011-06-24 12:03:00,5.27
2011-06-24 12:03:00,7.22
2011-06-24 12:03:00,6.97
2011-06-24 12:03:00,9.25
2011-06-24 12:03:00,16.54
2011-06-24 12:03:00,11.07
2011-06-24 12:03:00,6.78
2011-06-24 12:03:00,8.06
2011-06-24 12:03:00,12.15
2011-06-24 12:03:00,15.4
2011-06-24 12:03:00,9.93
2011-06-24 12:03:00,7.17
2011-06-24 12:03:00,30.73
2011-06-24 12:03:00,8.81
2011-06-24 12:03:00,10.17
2011-06-24 12:03:00,5.6
2011-06-24 12:03:00,5.9
2011-06-24 12:03:00,7.69
2011-06-24 12:03:00,11.18
2011-06-24 12:03:00,13.24
2011-06-24 12:03:00,9.92
2011-06-24 12:03:00,17.24
2011-06-24 12:03:00,13.13
2011-06-24 12:03:00,14.31
2011-06-24 12:03:00,7.81
2011-06-24 12:03:00,27.46
2011-06-24 12:03:00,8.96
2011-06-24 12:03:00,6.16
2011-06-24 12:03:00,27.83
2011-06-24 12:03:00,5.61
2011-06-24 12:03:00,6.17
2011-06-24 12:03:00,7.85
2011-06-24 12:03:00,5.78
2011-06-24 12:03:00,47.17
2011-06-24 12:03:00,7.63
2011-06-24 12:03:00,7.28
2011-06-24 12:03:00,5.66
2011-06-24 12:03:00,6.54
2011-06-24 12:03:00,7.69
2011-06-24 12:03:00,5.47
2011-06-24 12:03:00,12.21
2011-06-24 12:03:00,11.35
2011-06-24 12:03:00,5.93
2011-06-24 12:03:00,6.18
2011-06-24 12:03:00,8.5
2011-06-24 12:03:00,12.89
2011-06-24 12:03:00,8.83
2011-06-24 12:03:00,6.23
2011-06-24 12:03:00,6.81
2011-06-24 12:03:00,46.31
2011-06-24 12:03:00,10.13
2011-06-24 12:03:00,8.25
2011-06-24 12:03:00,8.15
2011-06-24 12:03:00,5.71
2011-06-24 12:03:00,8.92
2011-06-24 12:03:00,12.09
2011-06-24 12:03:00,12.93
2014-06-15 07:06:00,5.67
2014-06-15 07:06:00,10.71
2014-06-15 07:06:00,7.0
2014-06-15 07:06:00,10.72
2014-06-15 07:06:00,41.9
2014-06-15 07:06:00,20.12
2014-06-15 07:06:00,5.65
2014-06-15 07:06:00,6.49
2014-06-15 07:06:00,48.13
2014-06-15 07:06:00,9.66
2014-06-15 07:06:00,7.41
2014-06-15 07:06:00,9.44
2014-06-15 07:06:00,13.67
2014-06-15 07:06:00,47.42
2014-06-15 07:06:00,7.93
2014-06-15 07:06:00,12.95
2014-06-15 07:06:00,7.78
2014-06-15 07:06:00,15.98
2014-06-15 07:06:00,41.03
2014-06-15 07:06:00,13.05
2014-06-15 07:06:00,46.74
2014-06-15 07:06:00,14.58
2014-06-15 07:06:00,6.68
2014-06-15 07:06:00,13.74
2014-06-15 07:06:00,5.64
2014-06-15 07:06:00,6.55
2014-06-06 16:22:20,5.13
2014-06-06 16:22:20,7.25
2015-05-30 21:29:04,10.68
2015-05-30 21:29:04,15.33
2015-05-30 21:29:04,9.8
2015-05-30 21:29:04,6.72
2009-10-26 12:01:36,10.5
2009-10-26 12:01:36,8.5
2009-10-26 12:01:36,6.93
2009-10-26 12:01:36,7.98
2013-02-02 15:45:08,7.89
2013-02-02 15:45:08,9.27
2013-02-02 15:45:08,10.01
2015-04-15 06:47:04,8.16
2015-04-15 06:47:04,11.14
2010-12-14 23:27:36,6.6
2009-03-05 11:03:04,5.84
2009-03-05 11:03:04,13.67
2013-07-18 12:23:40,5.45
2013-07-18 12:23:40,5.37
2013-07-18 12:23:40,6.97
2014-04-14 13:48:32,8.19
2014-04-14 13:48:32,5.52
2014-08-18 05:33:08,8.77
2012-01-28 03:14:28,30.01
2009-09-14 02:19:00,10.81
2009-09-14 02:19:00,11.43
2009-09-14 02:19:00,7.57
2009-09-14 02:19:00,5.8
2009-09-14 02:19:00,6.07
2009-09-14 02:19:00,10.58
2009-09-14 02:19:00,9.19
2009-09-14 02:19:00,12.35
2009-09-14 02:19:00,10.67
2009-09-14 02:19:00,11.88
2009-09-14 02:19:00,47.62
2009-09-14 02:19:00,10.46
2009-09-14 02:19:00,5.55
2009-09-14 02:19:00,9.02
2009-09-14 02:19:00,14.35
2009-09-14 02:19:00,11.41
2009-09-14 02:19:00,17.87
2009-09-14 02:19:00,9.33
2009-09-14 02:19:00,21.01
2009-09-14 02:19:00,9.61
2009-09-14 02:19:00,9.28
2009-09-14 02:19:00,6.9
2009-09-14 02:19:00,8.58
2009-09-14 02:19:00,9.87
2011-08-14 14:17:28,8.41
2011-08-14 14:17:28,6.18
2011-08-14 14:17:28,6.8
2011-08-14 14:17:28,5.99
2011-08-14 14:17:28,13.36
2014-03-17 16:07:56,47.46
2010-11-03 21:09:56,6.21
2010-11-03 21:09:56,12.74
2012-12-11 23:37:08,9.55
2012-12-11 23:37:08,9.04
2012-12-11 23:37:08,7.09
2012-12-11 23:37:08,9.48
2012-12-11 23:37:08,5.72
2012-12-11 23:37:08,15.8
2015-06-24 14:19:52,11.43
2015-06-24 14:19:52,47.26
2015-06-24 14:19:52,6.92
2010-08-21 22:21:32,13.72
2011-02-19 10:20:28,5.6
2011-02-19 10:20:28,11.54
2011-02-19 10:20:28,8.13
2011-02-19 10:20:28,9.22
2011-10-02 22:31:44,11.37
2011-10-02 22:31:44,20.67
2011-10-02 22:31:44,17.93
2012-01-26 11:17:36,5.75
2012-05-06 23:37:24,20.31
2012-05-06 23:37:24,21.67
2013-06-12 20:03:36,7.0
2013-06-12 20:03:36,47.15
2015-02-27 14:15:52,43.01
2013-12-21 17:20:32,10.21
2009-06-29 08:09:40,10.29
2009-06-29 08:09:40,12.6
2014-09-14 17:22:12,6.65
2014-09-14 17:22:12,9.16
2014-09-14 17:22:12,12.67
2014-09-14 17:22:12,7.03
2014-08-20 14:37:56,12.12
2011-07-20 16:34:48,5.66
2011-07-20 16:34:48,6.62
2009-10-05 10:11:32,7.52
2009-10-05 10:11:32,14.75
2011-02-16 08:44:04,13.54
2011-02-16 08:44:04,8.39
2011-02-16 08:44:04,9.7
2011-02-16 08:44:04,5.88
2011-02-16 08:44:04,5.41
2011-02-16 08:44:04,17.96
2011-02-16 08:44:04,7.87
2009-01-01 11:04:24,6.25
2014-04-28 19:46:36,8.05
2012-11-11 20:35:40,43.74
2012-11-11 20:35:40,8.57
2011-06-01 07:37:00,10.28
2011-06-01 07:37:00,7.99
2011-06-01 07:37:00,6.35
2011-06-01 07:37:00,9.88
2011-06-01 07:37:00,6.95
2011-06-01 07:37:00,6.15
2011-06-01 07:37:00,10.96
2011-06-01 07:37:00,15.84
2011-06-01 07:37:00,6.57
2011-06-01 07:37:00,14.74
2011-06-01 07:37:00,6.11
2011-06-01 07:37:00,17.8
2011-06-01 07:37:00,5.77
2011-06-01 07:37:00,6.01
2011-06-01 07:37:00,7.3
2011-06-01 07:37:00,6.59
2011-06-01 07:37:00,20.37
2011-06-01 07:37:00,7.3
2011-06-01 07:37:00,6.38
2011-06-01 07:37:00,6.43
2011-06-01 07:37:00,8.08
2011-06-01 07:37:00,8.37
2011-06-01 07:37:00,5.8
2011-06-01 07:37:00,8.19
2011-06-01 07:37:00,11.03
2011-06-01 07:37:00,24.8
2011-06-01 07:37:00,7.63
2011-06-01 07:37:00,5.98
2011-06-01 07:37:00,31.24
2011-06-01 07:37:00,7.36
2011-06-01 07:37:00,9.92
2011-06-01 07:37:00,8.33
2011-06-01 07:37:00,11.31
2011-06-01 07:37:00,8.0
2011-06-01 07:37:00,13.54
2011-06-01 07:37:00,8.33
2011-06-01 07:37:00,8.97
2011-06-01 07:37:00,5.96
2011-06-01 07:37:00,6.39
2011-06-01 07:37:00,48.17
2011-06-01 07:37:00,8.11
2011-06-01 07:37:00,7.2
2011-06-01 07:37:00,7.12
2011-06-01 07:37:00,8.76
2011-06-01 07:37:00,7.89
2011-06-01 07:37:00,5.9
2011-06-01 07:37:00,8.74
2011-06-01 07:37:00,12.09
2011-06-01 07:37:00,23.73
2011-06-01 07:37:00,14.76
2011-06-01 07:37:00,9.61
2011-06-01 07:37:00,13.4
2011-06-01 07:37:00,9.34
2011-06-01 07:37:00,8.46
2011-06-01 07:37:00,7.46
2011-06-01 07:37:00,9.12
2011-06-01 07:37:00,7.89
2011-06-01 07:37:00,6.55
2011-06-01 07:37:00,11.91
2011-06-01 07:37:00,6.93
2011-06-01 07:37:00,13.81
2011-06-01 07:37:00,10.94
2011-06-01 07:37:00,6.37
2011-06-01 07:37:00,14.36
2011-06-01 07:37:00,5.76
2011-06-01 07:37:00,8.84
2011-06-01 07:37:00,10.29
2011-06-01 07:37:00,13.58
2011-06-01 07:37:00,5.77
2011-06-01 07:37:00,8.96
2011-06-01 07:37:00,8.85
2011-06-01 07:37:00,7.3
2011-06-01 07:37:00,8.19
2011-06-01 07:37:00,9.93
2011-06-01 07:37:00,6.68
2011-06-01 07:37:00,10.22
2011-06-01 07:37:00,7.45
2011-06-01 07:37:00,10.79
2011-06-01 07:37:00,8.45
2011-06-01 07:37:00,9.15
2011-06-01 07:37:00,8.58
2011-06-01 07:37:00,11.47
2011-06-01 07:37:00,12.34
2011-06-01 07:37:00,7.33
2011-06-01 07:37:00,8.73
2011-06-01 07:37:00,19.4
2011-06-01 07:37:00,27.14
2011-06-01 07:37:00,7.13
2011-06-01 07:37:00,4.92
2011-06-01 07:37:00,9.45
2011-06-01 07:37:00,11.49
2011-06-01 07:37:00,10.49
2011-06-01 07:37:00,12.04
2011-06-01 07:37:00,9.54
2011-06-01 07:37:00,8.36
2011-06-01 07:37:00,8.36
2011-06-01 07:37:00,9.45
2011-06-01 07:37:00,15.4
2011-06-01 07:37:00,5.97
2011-06-01 07:37:00,17.59
2011-06-01 07:37:00,9.76
2011-06-01 07:37:00,6.59
2011-06-01 07:37:00,14.97
2011-06-01 07:37:00,9.43
2011-06-01 07:37:00,9.47
2011-06-01 07:37:00,20.59
2011-06-01 07:37:00,5.67
2011-06-01 07:37:00,6.16
2011-06-01 07:37:00,9.14
2011-06-01 07:37:00,8.81
2011-06-01 07:37:00,6.59
2011-06-01 07:37:00,9.18
2011-06-01 07:37:00,6.0
2011-06-01 07:37:00,8.32
2011-06-01 07:37:00,8.12
2011-06-01 07:37:00,9.2
2011-06-01 07:37:00,6.55
2011-06-01 07:37:00,5.91
2011-06-01 07:37:00,8.23
2011-06-01 07:37:00,10.55
2011-06-01 07:37:00,13.06
2011-06-01 07:37:00,5.13
2011-06-01 07:37:00,8.18
2011-06-01 07:37:00,6.0
2011-06-01 07:37:00,15.4
2011-06-01 07:37:00,8.92
2011-06-01 07:37:00,5.97
2011-06-01 07:37:00,9.64
2011-06-01 07:37:00,7.76
2011-06-01 07:37:00,7.58
2011-06-01 07:37:00,5.41
2011-06-01 07:37:00,6.4
2011-06-01 07:37:00,6.13
2011-06-01 07:37:00,6.41
2011-06-01 07:37:00,7.13
2011-06-01 07:37:00,9.17
2011-06-01 07:37:00,18.52
2011-06-01 07:37:00,7.32
2011-06-01 07:37:00,6.05
2011-06-01 07:37:00,11.53
2011-06-01 07:37:00,9.96
2011-06-01 07:37:00,6.52
2011-06-01 07:37:00,10.3
2011-06-01 07:37:00,15.78
2011-06-01 07:37:00,9.82
2011-06-01 07:37:00,9.05
2011-06-01 07:37:00,8.97
2011-06-01 07:37:00,8.35
2011-06-01 07:37:00,10.91
2009-02-16 03:13:40,9.81
2010-08-27 18:45:00,6.72
2010-08-27 18:45:00,7.04
2010-08-27 18:45:00,12.11
2010-08-27 18:45:00,7.94
2010-08-27 18:45:00,9.85
